producto|presentacion|marca|categoria|catalogo|precio|fecharegistro|cadenacomercial|giro|nombrecomercial|direccion|estado|municipio|latitud|longitud
salsa picante|botella 60 ml|tabasco|condimentos|mercados|336|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
salsa picante|botella 380 gr (plastico) para botanas|bufalo|condimentos|basicos|8|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
salsa de soya|botella 175 ml etiqueta roja|pasa|condimentos|basicos|118|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
polvo p/preparar bebidas|sobre 7 gr|frisco|chocolates y golosinas|mercados|2|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
polvo p/preparar bebidas|sobre 10 gr naranja|clight|chocolates y golosinas|basicos|38|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
cerveza|canasta o paquete con 6 botellas de 325 ml no retornable|victoria|cerveza|basicos|488|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
mayonesa|frasco 414 gr aderezo con jugo de limones|mc cormick light|condimentos|basicos|255|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
mayonesa|frasco 790 gr espesita y con jugo de limon|hellmann s|condimentos|basicos|346|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
mayonesa|frasco 395 gr aderezo de mayonesa|hellmann s light|condimentos|basicos|235|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
mostaza|botella 226 gr preparada|french s classic yellow|condimentos|basicos|165|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
salsa catsup|botella 340 gr|clemente jacques|condimentos|basicos|11|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
salsa inglesa|botella 290 ml|worcestershire crosse & blackwell|condimentos|basicos|32|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
refresco|botella 3 lt no retornable|fresca|refrescos envasados|basicos|149|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
jugo de fruta|caja 1 lt naranja|del valle|refrescos envasados|basicos|153|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
jugo de fruta|caja 1 lt naranja|sonrisa|refrescos envasados|basicos|10|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
bebidas hidratantes|botella 600 ml naranja|powerade|refrescos envasados|basicos|12|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
concentrado de pollo|paquete 500 gr consome|solo do~na maria|condimentos|basicos|264|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
mayonesa|frasco 190 gr espesita y con jugo de limon|hellmann s|condimentos|basicos|116|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
agua sin gas|botella 15 lt|santa maria|refrescos envasados|basicos|7|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
agua sin gas|botella 15 lt jamaica|bonafont levite|refrescos envasados|basicos|10|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
refresco|lata 355 ml|coca cola|refrescos envasados|basicos|7|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
refresco|lata 355 ml|pepsi|refrescos envasados|mercados|606|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
refresco|botella 2 lt no retornable|coca cola light|refrescos envasados|basicos|149|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
refresco|botella 2 lt no retornable tamarindo|jarritos|refrescos envasados|basicos|108|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
alimento preparado p/ni~nos|frasco 170 gr a partir de los 10 meses manzana|gerber|frutas y legumbres procesadas|basicos|105|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
coctel de frutas en almibar|lata 850 gr|la costena|frutas y legumbres procesadas|basicos|32|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
cafe soluble|frasco 200 gr|nescafe clasico|cafe|mercados|545|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
te|caja con 25 bolsas limon|mc cormick|te|basicos|13|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
agua con gas|botella 2 lt|penafiel|refrescos envasados|basicos|148|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
agua sin gas|botella 15 lt|bonafont|refrescos envasados|basicos|75|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
frijol|bolsa 1 kg pinto (nacional)|morelos insurgente|legumbres secas|basicos|26|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
garbanza|bolsa 500 gr|verde valle|legumbres secas|basicos|125|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chiles en lata|lata 220 gr jalapenos en escabeche|la costena|frutas y legumbres procesadas|basicos|55|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chiles en lata|lata 220 gr jalapenos rajas|clemente jacques|frutas y legumbres procesadas|basicos|67|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chiles en lata|lata 380 gr jalapenos rajas|clemente jacques|frutas y legumbres procesadas|basicos|117|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
frijoles|lata 560 gr entero bayo|la sierra|frutas y legumbres procesadas|basicos|113|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
jitomate|1 kg bola/sinaloa|s/m|hortalizas frescas|frutas y legumbres|189|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
papa|1 kg alfa/blanca|s/m|hortalizas frescas|frutas y legumbres|1945|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
pimiento|1 kg morron verde|s/m|hortalizas frescas|frutas y legumbres|189|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chile|bolsa 100 gr pasilla|verde valle|legumbres secas|basicos|195|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
frijol|bolsa 1 kg bayo|la merced|legumbres secas|basicos|20|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
frijol|bolsa 1 kg pinto (nacional)|la merced|legumbres secas|basicos|185|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
cebolla|manojo cambray|s/m|hortalizas frescas|frutas y legumbres|58|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chile fresco|1 kg jalapeno|s/m|hortalizas frescas|frutas y legumbres|139|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chile fresco|1 kg serrano|s/m|hortalizas frescas|frutas y legumbres|189|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
ejote|1 kg verde|s/m|hortalizas frescas|frutas y legumbres|219|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
elote|pza|s/m|hortalizas frescas|frutas y legumbres|53|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
espinacas|manojo|s/m|hortalizas frescas|frutas y legumbres|58|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
manteca de cerdo|paquete 500 gr|s/m|grasas animales comestibles|basicos|168|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
aguacate|1 kg hass|s/m|frutas frescas|frutas y legumbres|337|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
guayaba|1 kg|s/m|frutas frescas|frutas y legumbres|185|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
naranja|1 kg valencia|s/m|frutas frescas|frutas y legumbres|65|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
pera|1 kg d anjou|s/m|frutas frescas|frutas y legumbres|369|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
kiwi|1 kg|s/m|frutas frescas|frutas y legumbres|425|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche ultrapasteurizada|descremada caja 1 lt|lala siluette plus 0%|leche procesada|basicos|143|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche ultrapasteurizada|caja 1 lt semidescremada|lala semidescremada|leche procesada|basicos|128|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
formula lactea|para lactante lata 400 gr|nan 2|leche procesada|basicos|85|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
aceite|botella 946 ml cartamo|oleico|aceites y grasas veg comestibles|basicos|439|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
margarina|caja plastico 190 gr con sal|primavera chantilly|aceites y grasas veg comestibles|basicos|157|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
margarina|barra 90 gr sin sal|iberia 4 en 1|aceites y grasas veg comestibles|mercados|62|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
nestle|1 kg granel queso manchego|s/m|derivados de leche|basicos|110|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
queso cotija|1 kg granel queso cotija|s/m|derivados de leche|basicos|109|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
yoghurt|vaso 125 gr fresa|yoplait|derivados de leche|basicos|34|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
yoghurt|vaso 125 gr fresa|lala|derivados de leche|basicos|34|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche ultrapasteurizada|parcialmente descremada caja 1 lt|alpura 2000 light|leche procesada|basicos|133|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche ultrapasteurizada|parcialmente descremada caja 1 lt|lala light|leche procesada|basicos|126|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche en polvo|entera bolsa 500 gr|alpura|leche procesada|basicos|49|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche en polvo|entera lata 1,800 kg|alpura|leche procesada|basicos|169|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche evaporada|descremada lata 378 gr  cremosa y ligera o 80% menos grasa|carnation clavel cremosa y ligera|leche procesada|basicos|10|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
leche condensada|lata 397 gr|la lechera|leche procesada|basicos|1386|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
crema batida|bote 1 lt vegetal|chantilly|derivados de leche|basicos|201|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
caperucita|1 kg granel queso manchego|s/m|derivados de leche|basicos|112|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
parma campestre|1 kg granel chorizo ranchero|s/m|carnes frias secas y embutidos|basicos|92|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
fud|1 kg granel chorizo estilo cantimpalo|s/m|carnes frias secas y embutidos|basicos|78|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
zwan premium|paquete 500 gr salchicha de pavo|s/m|carnes frias secas y embutidos|basicos|26|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
fud|1 kg granel mortadela|s/m|carnes frias secas y embutidos|basicos|375|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
alpino|1 kg granel queso de puerco|s/m|carnes frias secas y embutidos|basicos|76|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
atun|lata 170 gr en aceite|herdez|pescados y mariscos en conserva|mercados|113|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
chuleta de res/chuleta costilla/chuleton|1 kg granel|s/m|carne y visceras de res|mercados|89|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
panza de res|1 kg granel cruda|s/m|carne y visceras de res|mercados|249|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
carne res|1 kg granel bistec diezmillo|s/m|carne y visceras de res|basicos|79|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
fud york|1 kg granel jamon de piernatipo york fino 16% proteinas|s/m|carnes frias secas y embutidos|mercados|132|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
fud|1 kg granel jamon de pavo y cerdo virginia comercial 12% proteinas|s/m|carnes frias secas y embutidos|basicos|76|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
kir|1 kg granel jamon de pierna preferente 14% proteinas|s/m|carnes frias secas y embutidos|basicos|100|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
galletas dulces|caja 752 gr sandwich oreo chocolate con relleno cremoso blanco|nabisco|galletas pastas y harinas de trigo|basicos|42|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
galletas saladas|caja 1 kg saladitas|gamesa|galletas pastas y harinas de trigo|basicos|38|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
galletas|bolsa 1 kg animalitos|gamesa|galletas pastas y harinas de trigo|basicos|27|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
galletas populares|paquete 170 gr marias|gamesa|galletas pastas y harinas de trigo|mercados|65|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
carne pollo|1 kg granel entero con viceras o tipo super|s/m|carne de ave|basicos|299|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
carne cerdo|1 kg granel chuleta ahumada o entrecot ahumado|s/m|carne y visceras de cerdo|basicos|62|2011-01-10 00:00:00000|wal-mart|tienda de autoservicio|wal mart|boulevard bernardo quintana no4113 esquina camino a sa|queretaro|santiago de queretaro                   |20616196|-100398477
espasmo-cibalgina|caja con 20 tabletas de 220 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|129|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
saridon|caja con 20 comprimidos|productos roche, sa de cv|medicamentos|medicamentos|35|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
dical|frasco con 60 tabletas de 400 mg|abbott laboratories de mexico, sa de cv|medicamentos|medicamentos|197|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
desenfriol-ito|caja con 24 tabletas masticables plus|schering plough, sa de cv|medicamentos|medicamentos|365|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
prodolina|caja con 5 ampolletas 4 ml de 2 gr|boehringer ingelheim promeco, sa de cv|medicamentos|medicamentos|65|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
naxen|caja con 45 tabletas de 500 mg|syntex, sa de cv|medicamentos|medicamentos|400|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
tegretol|caja con 30 comprimidos de  200 mg|sin marca|medicamentos|medicamentos|229|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
zovirax|caja con frasco suspension con 60 ml 200 mg/5 ml sabor platano|glaxo wellcome mexico, sa de cv|medicamentos|medicamentos|194|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
bisolvon adulto|caja con frasco con 100 ml solucion|sin marca|medicamentos|medicamentos|795|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
inderalici|caja con 42 tabletas de 10 mg|astrazeneca, sa de cv|medicamentos|medicamentos|78|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
amoxibron|caja con 12 capsulas 500 mg/8 mg|laboratorios sanfer, sa de cv|medicamentos|medicamentos|105|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
neugeron|caja con 20  tabletas de  200 mg|armstrong laboratorios de mexico, sa de cv|medicamentos|medicamentos|166|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
aspirina|caja con 40 tabletas de 500 mg|s/m|medicamentos|medicamentos|185|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
flagenase 400|caja con 30 capsulas 400 mg|laboratorios liomont, sa de cv|medicamentos|medicamentos|75|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
dalacin v|tubo de 40 gr con 7 aplicadores al 2 %|pharmacia & upjohn, sa de cv|medicamentos|medicamentos|326|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
norvas|caja con 10 tabletas de 5 mg|pfizer, sa de cv|medicamentos|medicamentos|187|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
bedoyecta-tri|caja con 5 jeringas de 2 ml solucion inyectable|s/m|medicamentos|medicamentos|172|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
ceporex|caja con 21  tabletas de  500 mg|sin marca|medicamentos|medicamentos|340|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
dalacin c|caja con 16 capsulas de 300 mg|s/m|medicamentos|medicamentos|334|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
tesalon|caja con 20 capsulas de 100 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|94|2011-01-10 00:00:00000|farmapronto|farmacia botica y drogueria|farmapronto|av kabah, mz7, lote 5 entre ruta 5 y talleres|quintana roo|benito juarez                           |21166834|-86856236
