producto|presentacion|marca|categoria|catalogo|precio|fecharegistro|cadenacomercial|giro|nombrecomercial|direccion|estado|municipio|latitud|longitud
yoghurt|bote 1 kg fresa|lala|derivados de leche|basicos|235|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jamaica|1 kg granel|s/m|productos de temporada (navidedos)|frutas y legumbres|9975|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
limon|1 kg sin semilla|s/m|frutas frescas|frutas y legumbres|2975|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
margarina|barra 225 gr sin sal|iberia 4 en 1|aceites y grasas veg comestibles|basicos|107|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
margarina|caja plastico 400 gr sin sal|primavera chantilly|aceites y grasas veg comestibles|basicos|30|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
aceite|botella 1 lt canola|canoil|aceites y grasas veg comestibles|basicos|2499|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
huevo|paquete con 18 rojo|san juan|huevo|basicos|289|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
toalla femenina|bolsa 14 piezas intima regular sin alas|saba|arts de papel p/higiene personal|basicos|215|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
toallita humeda limpiadora|paquete 63 piezas soft & cream|nivea baby|arts de papel p/higiene personal|basicos|3775|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
toallita humeda limpiadora|paquete 100 piezas suavelastic max (te verde)|kleen bebe|arts de papel p/higiene personal|basicos|279|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
aceite de oliva|botella 750 ml (ideal para cocinar salsas y pastas)|filippo berio|productos de temporada (navidedos)|basicos|105|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
aceituna manzanilla|1 kg granel aceituna manzanilla|s/m|productos de temporada (navidedos)|basicos|665|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
aceituna|frasco 240 gr deshuesada|bufalo|productos de temporada (navidedos)|basicos|2475|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
acondicionador / enjuague|botella 400 ml proteccion caida|head & shoulders|arts para el cuidado personal|basicos|495|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo para bebes / ninos|botella 200 ml baby shampoo cabello oscuro|johnson s|arts para el cuidado personal|basicos|439|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
papel higienico|paquete 12 rollos 192 hojas dobles|petalo ultra suave|arts de papel p/higiene personal|basicos|529|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
papel higienico|paquete 12 rollos con aroma 204 hojas dobles|suavel|arts de papel p/higiene personal|basicos|31|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
servilletas de papel blanco|paquete 250 hojas|marca institucional|arts de papel p/higiene personal|basicos|128|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
toalla femenina|bolsa 16 piezas ultra delgada con alas|kotex|arts de papel p/higiene personal|basicos|249|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo|botella 400 ml uso diario|alert|arts para el cuidado personal|basicos|37|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo|botella 800 ml con proteina con acondicionador suave|mennen|arts para el cuidado personal|basicos|37|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo|botella 350 ml miel y germen de trigo|sedal|arts para el cuidado personal|basicos|2975|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo|botella 350 ml original|folicure|arts para el cuidado personal|basicos|479|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
tinte para el cabello|caja|l oreal paris imedia excellence creme 4|arts para el cuidado personal|basicos|7725|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
tinte para el cabello|caja|l oreal paris preference 4|arts para el cuidado personal|basicos|779|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
desodorante|barra 82 gr endurance cool wave clear gel antitranspirante|gillette|arts para el cuidado personal|basicos|399|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jabon de tocador|caja con barra 135 gr|dove original|arts para el cuidado personal|basicos|15|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jabon de tocador|barra 180 gr antibacterial vitamina e (rosa)|escudo|arts para el cuidado personal|basicos|799|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
rastrillos desechables|paquete con 2 presto barba ultra grip movil|gillette|arts para el cuidado personal|basicos|299|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
rastrillos desechables|bolsa con 5 presto barba ultra grip|gillette|arts para el cuidado personal|basicos|599|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
shampoo|botella 400 ml control caida|pert|arts para el cuidado personal|basicos|349|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema dental|tubo 125 ml|colgate maxima proteccion anticaries con calcio|arts para el cuidado personal|basicos|219|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema dental|tubo 100 gr|freska-ra 4d|arts para el cuidado personal|basicos|1599|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema liquida|botella 400 ml soft milk piel seca|nivea|arts para el cuidado personal|basicos|39|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema liquida|botella 400 ml cream oil piel normal a seca|dove|arts para el cuidado personal|basicos|30|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema solida|frasco 400 ml|nivea|arts para el cuidado personal|basicos|729|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
desodorante|roll on 50 gr (verde)|brut classic|arts para el cuidado personal|basicos|249|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
co-aprovel|caja con 14 tabletas 300 mg/ 125 mg|sin marca|medicamentos|medicamentos|3052|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
predxal|caja con 28 tabletas de 80 mg|sin marca|medicamentos|medicamentos|6162|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
nordet|caja con 21 grageas|wyeth, sa de cv|medicamentos|medicamentos|719|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
capotena|caja con 30 tabletas de 25 mg|sin marca|medicamentos|medicamentos|244|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
inderalici|caja con 30 tabletas de 40 mg|astrazeneca, sa de cv|medicamentos|medicamentos|127|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
graneodin|caja con 24 pastillas de 10 mg  b con benzocaina|bristol-myers squibb de mexico, sa de cv|medicamentos|medicamentos|269|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
novador|caja con 10 tabs de 250 mg c/u|novartis farmaceutica, sa de cv|medicamentos|medicamentos|269|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
afungil|caja con 1 capsula de 150 mg|s/m|medicamentos|medicamentos|222|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
bipasmin compuesto n|caja con 20 grageas de 10 mg / 250 mg|sin marca|medicamentos|medicamentos|157|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
